1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;Ф;А;Л;Ь;Ш;И;В;О;М;О;Н;Е;Т;Ч;И;К;1
1;А;1;1;1;1;1;1;1;1;1;1;1;1;1;1;О;1
1;Л;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Л;1
1;Ь;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Л;1
1;Ш;1;1;1;1;1;1;1;1;1;1;1;1;1;1;А;1
1;И;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Б;1
1;В;1;1;1;1;1;1;1;1;1;1;1;1;1;1;О;1
1;О;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Р;1
1;М;1;1;1;1;1;1;1;1;1;1;1;1;1;1;А;1
1;О;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Ц;1
1;Н;1;1;1;1;1;1;1;1;1;1;1;1;1;1;И;1
1;Е;1;1;1;1;1;1;1;1;1;1;1;1;1;1;О;1
1;Т;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Н;1
1;Ч;1;1;1;1;1;1;1;1;1;1;1;1;1;1;И;1
1;И;1;1;1;1;1;1;1;1;1;1;1;1;1;1;С;1
1;К;О;Л;Л;А;Б;О;Р;А;Ц;И;О;Н;И;С;Т;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
